Mode,Trace_no,Total_host,Host_no,Segment_no,Arr_time,Del_Time,Stall_Dur,Rep_Level,Del_Rate,Act_Rate,Byte_Size,Buff_Level,Algorithm,Seg_Dur,Width,Height,resolutions,Play_Pos,RTT_app,Clae, Duanmu,Yin,Yu,P1203,persegment_RTT,Throughput,Packets
static,5,3,1,31,38855,228,0,4375,29368,3348,837012,23871,arbiter,2000,1920,1080,1920x1080,60000,0.14300000000000002,3.048,71.98899999999999,113710.2,3.801,4.316,0.059000000000000004,3965025.692,120
static,5,3,1,32,40099,269,0,4375,28898,3886,971715,24627,arbiter,2000,1920,1080,1920x1080,62000,0.27399999999999997,3.0989999999999998,72.115,118085.219,3.819,4.33,0.23399999999999999,3956290.6939999997,92
static,5,3,1,33,41874,360,0,4375,25201,4536,1134060,24852,arbiter,2000,1920,1080,1920x1080,64000,7.608,3.147,72.233,122460.23800000001,3.8360000000000003,4.342,5.917999999999999,3433478.6289999997,141
static,5,3,1,34,43495,222,0,4375,25535,2834,708619,25232,arbiter,2000,1920,1080,1920x1080,66000,6.513999999999999,3.193,72.344,126835.257,3.852,4.349,0.126,3650418.939,101
static,5,3,1,35,45241,338,0,4375,21377,3612,903187,25487,arbiter,2000,1920,1080,1920x1080,68000,6.632999999999999,3.237,72.44800000000001,131210.27599999998,3.867,4.357,5.61,2898889.745,74
static,5,3,1,36,46715,177,0,4375,24868,2200,550206,26014,arbiter,2000,1920,1080,1920x1080,70000,0.149,3.278,72.547,135585.295,3.8810000000000002,4.372,0.11199999999999999,3454474.137,83
static,5,3,1,37,47867,186,0,4375,27594,2566,641568,26862,arbiter,2000,1920,1080,1920x1080,72000,0.256,3.318,72.64,139960.314,3.8939999999999997,4.401,0.098,3894422.335,67
static,5,3,1,38,49502,170,0,4375,27068,2300,575203,27228,arbiter,2000,1920,1080,1920x1080,74000,0.32299999999999995,3.3569999999999998,72.729,144335.333,3.907,4.425,0.15,3821930.273,84
static,5,3,1,39,51173,179,0,4375,26051,2331,582905,27558,arbiter,2000,1920,1080,1920x1080,76000,0.313,3.3939999999999997,72.813,148710.35199999998,3.9189999999999996,4.446000000000001,0.10400000000000001,3679644.61,94
static,5,3,1,40,52847,178,0,4375,26784,2383,595956,27884,arbiter,2000,1920,1080,1920x1080,78000,0.33299999999999996,3.429,72.893,153085.37099999998,3.931,4.46,0.27,3656149.195,97
static,5,3,1,41,54327,373,0,4375,14454,2695,673957,28404,arbiter,2000,1920,1080,1920x1080,80000,0.134,3.463,72.969,157460.39,3.9410000000000003,4.471,2.259,1899217.655,132
static,5,3,1,42,56190,287,0,4375,20092,2883,720811,28542,arbiter,2000,1920,1080,1920x1080,82000,6.726,3.4960000000000004,73.041,161835.409,3.952,4.485,4.171,2770224.374,87
static,5,3,1,43,58082,247,0,4375,25370,3133,783316,28651,arbiter,2000,1920,1080,1920x1080,84000,0.293,3.5269999999999997,73.11,166210.428,3.9619999999999997,4.493,0.152,3395618.635,116
static,5,3,1,44,59929,299,0,4375,20314,3036,759245,28804,arbiter,2000,1920,1080,1920x1080,86000,6.82,3.5580000000000003,73.175,170585.447,3.971,4.5,5.452000000000001,2806317.159,101
static,5,3,1,45,61167,244,0,4375,21140,2579,644772,29567,arbiter,2000,1920,1080,1920x1080,88000,6.474,3.5869999999999997,73.238,174960.46600000001,3.98,4.5169999999999995,4.223,2918991.6960000005,102
static,5,3,1,46,62917,232,0,4375,22072,2560,640089,29818,arbiter,2000,1920,1080,1920x1080,90000,0.305,3.615,73.298,179335.485,3.988,4.524,0.10800000000000001,3531177.791,108
static,5,3,1,47,64860,364,0,4375,15660,2850,712539,29876,arbiter,2000,1920,1080,1920x1080,92000,4.564,3.642,73.35600000000001,183710.504,3.997,4.53,5.542999999999999,2121656.457,73
static,5,3,1,48,66816,584,0,4375,9764,2851,712828,29920,arbiter,2000,1920,1080,1920x1080,94000,0.21600000000000003,3.6689999999999996,73.411,188085.52300000002,4.005,4.537,0.16699999999999998,1265989.745,164
static,5,3,1,49,68247,437,0,4375,15916,3477,869463,30489,arbiter,2000,1920,1080,1920x1080,96000,4.541,3.694,73.464,192460.542,4.012,4.546,6.723,2147627.373,85
static,5,3,1,50,70722,786,0,4375,9216,3622,905558,30014,arbiter,2000,1920,1080,1920x1080,98000,0.307,3.719,73.515,196835.56100000002,4.019,4.552,0.222,1186515.256,204
static,5,3,1,51,72611,212,0,4375,19915,2111,527767,30126,arbiter,2000,1920,1080,1920x1080,100000,0.682,3.7430000000000003,73.564,201210.58,4.026,4.558,0.358,3211266.4060000004,87
static,5,3,1,52,73736,105,0,4375,20969,1100,275228,31001,arbiter,2000,1920,1080,1920x1080,102000,0.2,3.766,73.611,205585.599,4.033,4.559,0.153,3266578.91,48
static,5,3,1,53,75904,560,0,4375,17144,4800,1200140,30833,arbiter,2000,1920,1080,1920x1080,104000,6.452000000000001,3.7889999999999997,73.656,209960.61800000002,4.04,4.569,6.655,2252001.328,112
static,5,3,1,54,78816,1186,0,4375,10597,6284,1571135,29922,arbiter,2000,1920,1080,1920x1080,106000,0.295,3.8110000000000004,73.699,214335.637,4.046,4.574,0.49,1342843.323,334
static,5,3,1,55,80577,282,0,4375,53897,7599,1899904,30161,arbiter,2000,1920,1080,1920x1080,108000,19.815,3.832,73.741,218710.65600000002,4.052,4.579,24.326,8636400.411,187
static,5,3,1,56,84600,2096,0,4375,9115,9552,2388192,28138,arbiter,2000,1920,1080,1920x1080,110000,18.054000000000002,3.852,73.782,223085.675,4.058,4.584,26.005,1164017.381,600
static,5,3,1,57,87364,1879,0,4375,9174,8619,2154759,27375,arbiter,2000,1920,1080,1920x1080,112000,0.28,3.872,73.821,227460.694,4.063,4.5889999999999995,0.45899999999999996,1162860.496,487
static,5,3,1,58,90054,984,0,4375,14768,7266,1816520,26685,arbiter,2000,1920,1080,1920x1080,114000,7.282,3.892,73.858,231835.71300000002,4.0680000000000005,4.593999999999999,5.643,1891534.378,188
static,5,3,1,59,91561,466,0,4375,22809,5314,1328639,27178,arbiter,2000,1920,1080,1920x1080,116000,0.662,3.911,73.895,236210.732,4.074,4.598,0.06,3004275.147,203
static,5,3,1,60,93559,232,0,4375,21047,2441,610383,27181,arbiter,2000,1920,1080,1920x1080,118000,0.332,3.929,73.93,240585.75100000002,4.079,4.605,0.136,2932180.193,105
static,5,3,2,1,63,63,0,239,270,8,2132,2000,arbiter,2000,320,180,320x180,0,34.931999999999995,0.0,51.077,-5760.485,0.24,1.8780000000000001,0.08800000000000001,8310954.063999999,2
static,5,3,2,2,892,170,0,239,3879,329,82445,4000,arbiter,2000,320,180,320x180,2000,103.40700000000001,0.48,46.477,-11520.97,0.24,1.8780000000000001,0.055,8223117.477000001,23
static,5,3,2,3,1535,46,0,572,45918,1056,264029,5357,arbiter,2000,512,288,512x288,4000,0.182,0.32899999999999996,47.486999999999995,718.545,0.35100000000000003,2.165,0.091,7502069.749,62
static,5,3,2,4,2364,113,0,1077,34424,1944,486242,6528,arbiter,2000,640,360,640x360,6000,9.479,0.251,48.82,1291.0339999999999,0.532,2.4,0.65,7486726.072000001,65
static,5,3,2,5,3440,225,0,2422,24520,2758,689642,7453,arbiter,2000,1280,720,1280x720,8000,0.9359999999999999,0.0,51.681999999999995,2368.956,0.91,2.923,0.795,4108271.151,107
static,5,3,2,6,4608,179,0,3918,44888,4017,1004382,8285,arbiter,2000,1920,1080,1920x1080,10000,0.376,0.0,55.326,4791.323,1.412,3.102,2.9389999999999996,6247161.246,51
static,5,3,2,7,5980,172,0,4375,43265,3720,930218,8914,arbiter,2000,1920,1080,1920x1080,12000,0.308,0.0,58.224,8709.744,1.835,3.221,2.8110000000000004,6265089.69,53
static,5,3,2,8,6738,112,0,4375,55876,3129,782275,10157,arbiter,2000,1920,1080,1920x1080,14000,0.138,0.113,60.446999999999996,13084.763,2.153,3.39,0.076,7739748.017999999,120
static,5,3,2,9,7593,143,0,4375,51380,3673,918424,11302,arbiter,2000,1920,1080,1920x1080,16000,0.23199999999999998,0.384,62.175,17459.782,2.399,3.505,0.18899999999999997,7539224.778,98
static,5,3,2,10,8439,138,0,4375,51045,3522,880531,12457,arbiter,2000,1920,1080,1920x1080,18000,0.175,0.642,63.558,21834.801,2.597,3.5789999999999997,0.121,7033034.951,98
static,5,3,2,11,9644,148,0,4375,49685,3676,919189,13252,arbiter,2000,1920,1080,1920x1080,20000,0.278,0.879,64.69,26209.82,2.759,3.648,0.092,6984965.504,86
static,5,3,2,12,10892,156,0,4375,49443,3856,964150,14004,arbiter,2000,1920,1080,1920x1080,22000,0.336,1.095,65.633,30584.839,2.8930000000000002,3.708,0.152,7053222.456,107
static,5,3,2,13,12111,156,0,4375,45992,3587,896857,14786,arbiter,2000,1920,1080,1920x1080,24000,0.187,1.29,66.43,34959.858,3.0069999999999997,3.763,0.08199999999999999,6609151.791,106
static,5,3,2,14,12947,122,0,4375,45163,2754,688741,15951,arbiter,2000,1920,1080,1920x1080,26000,0.213,1.4669999999999999,67.11399999999999,39334.877,3.105,3.8139999999999996,2.057,6227012.259,70
static,5,3,2,15,13954,143,0,4375,39130,2797,699451,16944,arbiter,2000,1920,1080,1920x1080,28000,0.16399999999999998,1.6280000000000001,67.707,43709.89599999999,3.19,3.8680000000000003,0.05,6306721.591,77
static,5,3,2,16,15179,156,0,4375,48853,3810,952635,17720,arbiter,2000,1920,1080,1920x1080,30000,0.303,1.775,68.225,48084.915,3.264,3.908,0.095,6756037.38,106
static,5,3,2,17,16634,254,0,4375,39132,4969,1242459,18265,arbiter,2000,1920,1080,1920x1080,32000,0.358,1.91,68.683,52459.934,3.3289999999999997,3.943,0.21,6396153.094,128
static,5,3,2,18,17960,226,0,4375,48471,5477,1369313,18940,arbiter,2000,1920,1080,1920x1080,34000,0.145,2.033,69.09,56834.953,3.387,3.988,0.087,6434944.307,76
static,5,3,2,19,19047,262,0,4375,45166,5916,1479218,19853,arbiter,2000,1920,1080,1920x1080,36000,0.419,2.147,69.454,61209.972,3.4389999999999996,4.018,0.24600000000000002,6134410.853999999,152
static,5,3,2,20,20585,355,0,4375,32349,5742,1435508,20315,arbiter,2000,1920,1080,1920x1080,38000,5.582999999999999,2.253,69.781,65584.991,3.486,4.048,6.87,4361779.306,83
static,5,3,2,21,22191,295,0,4375,37652,5553,1388420,20710,arbiter,2000,1920,1080,1920x1080,40000,0.644,2.351,70.077,69960.01,3.528,4.078,0.298,5306041.038,160
static,5,3,2,22,23865,460,0,4375,28419,6536,1634147,21037,arbiter,2000,1920,1080,1920x1080,42000,6.571000000000001,2.4419999999999997,70.347,74335.02900000001,3.5669999999999997,4.105,5.388,3824065.083,100
static,5,3,2,23,25766,943,0,4375,11979,5648,1412035,21136,arbiter,2000,1920,1080,1920x1080,44000,7.907,2.5269999999999997,70.593,78710.048,3.602,4.127,7.409,1573055.121,210
static,5,3,2,24,28002,948,0,4375,13068,6194,1548563,20901,arbiter,2000,1920,1080,1920x1080,46000,6.476,2.6069999999999998,70.818,83085.067,3.634,4.147,4.561,1714067.6909999999,281
static,5,3,2,25,29453,698,0,4375,16121,5626,1406618,21450,arbiter,2000,1920,1080,1920x1080,48000,8.107999999999999,2.681,71.02600000000001,87460.086,3.6639999999999997,4.166,5.745,2149799.971,136
static,5,3,2,26,30789,427,0,4375,25466,5437,1359256,22114,arbiter,2000,1920,1080,1920x1080,50000,0.29100000000000004,2.7510000000000003,71.217,91835.105,3.6910000000000003,4.197,0.217,3336171.8,187
static,5,3,2,27,32461,347,0,4375,30307,5258,1314597,22443,arbiter,2000,1920,1080,1920x1080,52000,0.303,2.818,71.395,96210.12400000001,3.717,4.225,0.11199999999999999,4003900.909,164
static,5,3,2,28,34099,340,0,4375,29606,5033,1258290,22805,arbiter,2000,1920,1080,1920x1080,54000,0.271,2.88,71.559,100585.14300000001,3.74,4.236000000000001,0.065,3911477.58,163
static,5,3,2,29,35305,321,0,4375,29191,4685,1171307,23599,arbiter,2000,1920,1080,1920x1080,56000,0.239,2.9389999999999996,71.712,104960.162,3.762,4.279,0.16,3891845.1139999996,156
static,5,3,2,30,37026,289,0,4375,29405,4249,1062270,23879,arbiter,2000,1920,1080,1920x1080,58000,0.307,2.995,71.855,109335.181,3.782,4.305,0.22399999999999998,3952260.148,149
static,5,3,2,31,38597,226,0,4375,29628,3348,837012,24309,arbiter,2000,1920,1080,1920x1080,60000,0.13,3.048,71.98899999999999,113710.2,3.801,4.316,0.06,3998104.1789999995,120
static,5,3,2,32,39803,268,0,4375,29006,3886,971715,25103,arbiter,2000,1920,1080,1920x1080,62000,0.494,3.0989999999999998,72.115,118085.219,3.819,4.33,0.12,3958707.88,137
static,5,3,2,33,41592,331,0,4375,27409,4536,1134060,25314,arbiter,2000,1920,1080,1920x1080,64000,0.303,3.147,72.233,122460.23800000001,3.8360000000000003,4.342,0.20600000000000002,3645363.4489999996,146
static,5,3,2,34,43290,203,0,4375,27925,2834,708619,25617,arbiter,2000,1920,1080,1920x1080,66000,0.267,3.193,72.344,126835.257,3.852,4.349,0.18,3868316.934,104
static,5,3,2,35,45283,500,0,4375,14450,3612,903187,25624,arbiter,2000,1920,1080,1920x1080,68000,0.261,3.237,72.44800000000001,131210.27599999998,3.867,4.357,0.16899999999999998,1880615.346,162
static,5,3,2,36,46847,201,0,4375,21898,2200,550206,26061,arbiter,2000,1920,1080,1920x1080,70000,7.754,3.278,72.547,135585.295,3.8810000000000002,4.372,5.505,3097727.477,47
static,5,3,2,37,48056,192,0,4375,26732,2566,641568,26852,arbiter,2000,1920,1080,1920x1080,72000,0.272,3.318,72.64,139960.314,3.8939999999999997,4.401,0.091,3670922.205,98
static,5,3,2,38,49692,169,0,4375,27228,2300,575203,27216,arbiter,2000,1920,1080,1920x1080,74000,0.29100000000000004,3.3569999999999998,72.729,144335.333,3.907,4.425,0.121,3857388.973,89
static,5,3,2,39,51346,175,0,4375,26647,2331,582905,27563,arbiter,2000,1920,1080,1920x1080,76000,0.273,3.3939999999999997,72.813,148710.35199999998,3.9189999999999996,4.446000000000001,0.153,3747943.585,66
static,5,3,2,40,53024,182,0,4375,26195,2383,595956,27886,arbiter,2000,1920,1080,1920x1080,78000,0.358,3.429,72.893,153085.37099999998,3.931,4.46,0.294,3596531.2339999997,94
static,5,3,2,41,54223,293,0,4375,18401,2695,673957,28687,arbiter,2000,1920,1080,1920x1080,80000,0.14400000000000002,3.463,72.969,157460.39,3.9410000000000003,4.471,2.448,2467265.786,88
static,5,3,2,42,56060,290,0,4375,19884,2883,720811,28850,arbiter,2000,1920,1080,1920x1080,82000,0.381,3.4960000000000004,73.041,161835.409,3.952,4.485,0.188,2636032.611,117
static,5,3,2,43,57828,241,0,4375,26002,3133,783316,29083,arbiter,2000,1920,1080,1920x1080,84000,0.28300000000000003,3.5269999999999997,73.11,166210.428,3.9619999999999997,4.493,0.183,3574229.4239999996,118
static,5,3,2,44,59744,284,0,4375,21387,3036,759245,29167,arbiter,2000,1920,1080,1920x1080,86000,0.298,3.5580000000000003,73.175,170585.447,3.971,4.5,0.244,2883676.0730000003,121
static,5,3,2,45,60975,214,0,4375,24103,2579,644772,29937,arbiter,2000,1920,1080,1920x1080,88000,0.153,3.5869999999999997,73.238,174960.46600000001,3.98,4.5169999999999995,0.051,3292117.7410000004,100
static,5,3,2,46,62617,204,0,4375,25101,2560,640089,30296,arbiter,2000,1920,1080,1920x1080,90000,0.262,3.615,73.298,179335.485,3.988,4.524,0.09,3497577.4689999996,97
static,5,3,2,47,64898,509,0,4375,11199,2850,712539,30015,arbiter,2000,1920,1080,1920x1080,92000,0.278,3.642,73.35600000000001,183710.504,3.997,4.53,0.222,1463144.368,146
static,5,3,2,48,66907,575,0,4375,9917,2851,712828,30007,arbiter,2000,1920,1080,1920x1080,94000,9.074,3.6689999999999996,73.411,188085.52300000002,4.005,4.537,6.428,1354636.782,157
static,5,3,2,49,68342,492,0,4375,14137,3477,869463,30573,arbiter,2000,1920,1080,1920x1080,96000,10.759,3.694,73.464,192460.542,4.012,4.546,14.015,1975534.7959999999,121
static,5,3,2,50,70798,587,0,4375,12341,3622,905558,30117,arbiter,2000,1920,1080,1920x1080,98000,9.107000000000001,3.719,73.515,196835.56100000002,4.019,4.552,9.794,1648802.145,128
static,5,3,2,51,72824,216,0,4375,19546,2111,527767,30092,arbiter,2000,1920,1080,1920x1080,100000,0.515,3.7430000000000003,73.564,201210.58,4.026,4.558,0.099,3314105.3,89
static,5,3,2,52,73895,145,0,4375,15184,1100,275228,31022,arbiter,2000,1920,1080,1920x1080,102000,0.303,3.766,73.611,205585.599,4.033,4.559,0.065,3300988.675,51
static,5,3,2,53,76331,769,0,4375,12485,4800,1200140,30587,arbiter,2000,1920,1080,1920x1080,104000,20.12,3.7889999999999997,73.656,209960.61800000002,4.04,4.569,16.647000000000002,1708440.553,227
static,5,3,2,54,79176,1202,0,4375,10456,6284,1571135,29742,arbiter,2000,1920,1080,1920x1080,106000,5.792000000000001,3.8110000000000004,73.699,214335.637,4.046,4.574,8.36,1382824.6830000002,322
static,5,3,2,55,81026,488,0,4375,31145,7599,1899904,29892,arbiter,2000,1920,1080,1920x1080,108000,5.9,3.832,73.741,218710.65600000002,4.052,4.579,0.092,4686134.177,221
static,5,3,2,56,84639,1726,0,4375,11069,9552,2388192,28280,arbiter,2000,1920,1080,1920x1080,110000,22.453000000000003,3.852,73.782,223085.675,4.058,4.584,18.444000000000003,1446846.7519999999,577
static,5,3,2,57,86827,1127,0,4375,15295,8619,2154759,28092,arbiter,2000,1920,1080,1920x1080,112000,8.533999999999999,3.872,73.821,227460.694,4.063,4.5889999999999995,8.816,1994976.879,210
static,5,3,2,58,90740,1881,0,4375,7725,7266,1816520,26180,arbiter,2000,1920,1080,1920x1080,114000,0.307,3.892,73.858,231835.71300000002,4.0680000000000005,4.593999999999999,0.059000000000000004,973163.7994,436
static,5,3,2,59,92666,308,0,4375,34510,5314,1328639,26254,arbiter,2000,1920,1080,1920x1080,116000,7.287000000000001,3.911,73.895,236210.732,4.074,4.598,4.007,4781235.046,127
static,5,3,2,60,94758,269,0,4375,18152,2441,610383,26163,arbiter,2000,1920,1080,1920x1080,118000,0.42,3.929,73.93,240585.75100000002,4.079,4.605,0.11800000000000001,2529486.351,75
static,5,3,3,1,74,74,0,239,230,8,2132,2000,arbiter,2000,320,180,320x180,0,25.311999999999998,0.0,51.077,-5760.485,0.24,1.8780000000000001,0.172,5321266.968,2
static,5,3,3,2,650,40,0,239,16489,329,82445,4000,arbiter,2000,320,180,320x180,2000,11.892999999999999,0.48,46.477,-11520.97,0.24,1.8780000000000001,0.22699999999999998,8034502.867000001,19
static,5,3,3,3,1462,72,0,572,29336,1056,264029,5189,arbiter,2000,512,288,512x288,4000,0.182,0.32899999999999996,47.486999999999995,718.545,0.35100000000000003,2.165,2.734,4760096.552,34
static,5,3,3,4,2262,105,0,1077,37047,1944,486242,6389,arbiter,2000,640,360,640x360,6000,0.247,0.251,48.82,1291.0339999999999,0.532,2.4,1.9769999999999999,5452176.544,37
static,5,3,3,5,3399,188,0,2422,29346,2758,689642,7252,arbiter,2000,1280,720,1280x720,8000,1.4609999999999999,0.0,51.681999999999995,2368.956,0.91,2.923,3.1,5606698.471,47
static,5,3,3,6,4687,286,0,3918,28094,4017,1004382,7965,arbiter,2000,1920,1080,1920x1080,10000,6.156000000000001,0.0,55.326,4791.323,1.412,3.102,0.21,3824433.438,139
static,5,3,3,7,6053,322,0,4375,23111,3720,930218,8600,arbiter,2000,1920,1080,1920x1080,12000,0.6829999999999999,0.0,58.224,8709.744,1.835,3.221,0.309,3972525.713,137
static,5,3,3,8,6900,106,0,4375,59039,3129,782275,9753,arbiter,2000,1920,1080,1920x1080,14000,0.132,0.113,60.446999999999996,13084.763,2.153,3.39,0.06,8058930.76,83
static,5,3,3,9,7720,188,0,4375,39081,3673,918424,10933,arbiter,2000,1920,1080,1920x1080,16000,4.788,0.384,62.175,17459.782,2.399,3.505,0.214,8016606.598999999,106
static,5,3,3,10,8615,142,0,4375,49607,3522,880531,12039,arbiter,2000,1920,1080,1920x1080,18000,0.314,0.642,63.558,21834.801,2.597,3.5789999999999997,0.102,7061057.931,98
static,5,3,3,11,9866,157,0,4375,46837,3676,919189,12788,arbiter,2000,1920,1080,1920x1080,20000,0.27,0.879,64.69,26209.82,2.759,3.648,0.287,6957915.528,102
static,5,3,3,12,11093,175,0,4375,44075,3856,964150,13561,arbiter,2000,1920,1080,1920x1080,22000,0.706,1.095,65.633,30584.839,2.8930000000000002,3.708,0.201,7101839.578,104
static,5,3,3,13,12260,151,0,4375,47515,3587,896857,14395,arbiter,2000,1920,1080,1920x1080,24000,0.151,1.29,66.43,34959.858,3.0069999999999997,3.763,0.07400000000000001,6678876.679,103
static,5,3,3,14,13245,209,0,4375,26363,2754,688741,15410,arbiter,2000,1920,1080,1920x1080,26000,0.20800000000000002,1.4669999999999999,67.11399999999999,39334.877,3.105,3.8139999999999996,0.047,6818050.47,94
static,5,3,3,15,14062,126,0,4375,44409,2797,699451,16594,arbiter,2000,1920,1080,1920x1080,28000,5.789,1.6280000000000001,67.707,43709.89599999999,3.19,3.8680000000000003,0.08199999999999999,6419969.904,86
static,5,3,3,16,15554,169,0,4375,45095,3810,952635,17102,arbiter,2000,1920,1080,1920x1080,30000,0.349,1.775,68.225,48084.915,3.264,3.908,0.258,6539638.31,106
static,5,3,3,17,17091,210,0,4375,47331,4969,1242459,17565,arbiter,2000,1920,1080,1920x1080,32000,0.266,1.91,68.683,52459.934,3.3289999999999997,3.943,0.175,6373877.363,128
static,5,3,3,18,18191,227,0,4375,48257,5477,1369313,18466,arbiter,2000,1920,1080,1920x1080,34000,0.145,2.033,69.09,56834.953,3.387,3.988,0.125,6268850.6729999995,128
static,5,3,3,19,19282,273,0,4375,43347,5916,1479218,19376,arbiter,2000,1920,1080,1920x1080,36000,7.92,2.147,69.454,61209.972,3.4389999999999996,4.018,6.004,6074863.982999999,155
static,5,3,3,20,20875,346,0,4375,33190,5742,1435508,19784,arbiter,2000,1920,1080,1920x1080,38000,12.449000000000002,2.253,69.781,65584.991,3.486,4.048,0.21899999999999997,5418204.187000001,154
static,5,3,3,21,22464,280,0,4375,39669,5553,1388420,20195,arbiter,2000,1920,1080,1920x1080,40000,3.105,2.351,70.077,69960.01,3.528,4.078,0.2,5292431.2930000005,154
static,5,3,3,22,23963,374,0,4375,34955,6536,1634147,20697,arbiter,2000,1920,1080,1920x1080,42000,14.663,2.4419999999999997,70.347,74335.02900000001,3.5669999999999997,4.105,19.134,5156525.278,174
static,5,3,3,23,25799,777,0,4375,14538,5648,1412035,20862,arbiter,2000,1920,1080,1920x1080,44000,10.02,2.5269999999999997,70.593,78710.048,3.602,4.127,8.914,1894403.6809999999,189
static,5,3,3,24,27707,635,0,4375,19509,6194,1548563,20955,arbiter,2000,1920,1080,1920x1080,46000,6.511,2.6069999999999998,70.818,83085.067,3.634,4.147,9.139,2655684.1,118
static,5,3,3,25,29585,1028,0,4375,10946,5626,1406618,21077,arbiter,2000,1920,1080,1920x1080,48000,0.179,2.681,71.02600000000001,87460.086,3.6639999999999997,4.166,0.08,1391094.8069999998,276
static,5,3,3,26,31424,790,0,4375,13764,5437,1359256,21238,arbiter,2000,1920,1080,1920x1080,50000,7.553,2.7510000000000003,71.217,91835.105,3.6910000000000003,4.197,4.927,1792492.386,245
static,5,3,3,27,33180,473,0,4375,22234,5258,1314597,21483,arbiter,2000,1920,1080,1920x1080,52000,9.761000000000001,2.818,71.395,96210.12400000001,3.717,4.225,4.814,2966499.933,91
static,5,3,3,28,34751,687,0,4375,14652,5033,1258290,21913,arbiter,2000,1920,1080,1920x1080,54000,7.617999999999999,2.88,71.559,100585.14300000001,3.74,4.236000000000001,0.223,1940590.975,223
static,5,3,3,29,36484,319,0,4375,29374,4685,1171307,22180,arbiter,2000,1920,1080,1920x1080,56000,0.332,2.9389999999999996,71.712,104960.162,3.762,4.279,0.139,3917810.097,161
static,5,3,3,30,38134,286,0,4375,29713,4249,1062270,22530,arbiter,2000,1920,1080,1920x1080,58000,0.302,2.995,71.855,109335.181,3.782,4.305,0.16,3993062.367,136
static,5,3,3,31,39275,227,0,4375,29498,3348,837012,23390,arbiter,2000,1920,1080,1920x1080,60000,0.142,3.048,71.98899999999999,113710.2,3.801,4.316,0.059000000000000004,3988181.7189999996,115
static,5,3,3,32,41014,266,0,4375,29224,3886,971715,23651,arbiter,2000,1920,1080,1920x1080,62000,0.268,3.0989999999999998,72.115,118085.219,3.819,4.33,0.258,3962565.232,134
static,5,3,3,33,42823,308,0,4375,29456,4536,1134060,23843,arbiter,2000,1920,1080,1920x1080,64000,0.314,3.147,72.233,122460.23800000001,3.8360000000000003,4.342,0.109,3959631.644,155
static,5,3,3,34,44489,203,0,4375,27925,2834,708619,24177,arbiter,2000,1920,1080,1920x1080,66000,0.38799999999999996,3.193,72.344,126835.257,3.852,4.349,0.105,3865722.108,100
static,5,3,3,35,46225,255,0,4375,28335,3612,903187,24442,arbiter,2000,1920,1080,1920x1080,68000,0.282,3.237,72.44800000000001,131210.27599999998,3.867,4.357,0.24600000000000002,3899841.5730000003,123
static,5,3,3,36,47362,160,0,4375,27510,2200,550206,25305,arbiter,2000,1920,1080,1920x1080,70000,0.175,3.278,72.547,135585.295,3.8810000000000002,4.372,0.078,3855651.833,82
static,5,3,3,37,49050,186,0,4375,27594,2566,641568,25618,arbiter,2000,1920,1080,1920x1080,72000,0.259,3.318,72.64,139960.314,3.8939999999999997,4.401,0.09699999999999999,3861233.1089999997,92
static,5,3,3,38,50773,169,0,4375,27228,2300,575203,25896,arbiter,2000,1920,1080,1920x1080,74000,0.266,3.3569999999999998,72.729,144335.333,3.907,4.425,0.162,3820991.2610000004,84
static,5,3,3,39,52446,169,0,4375,27593,2331,582905,26223,arbiter,2000,1920,1080,1920x1080,76000,0.295,3.3939999999999997,72.813,148710.35199999998,3.9189999999999996,4.446000000000001,0.096,3790261.88,87
static,5,3,3,40,53741,172,0,4375,27718,2383,595956,26928,arbiter,2000,1920,1080,1920x1080,78000,0.129,3.429,72.893,153085.37099999998,3.931,4.46,0.052000000000000005,3851459.691,88
static,5,3,3,41,55006,197,0,4375,27368,2695,673957,27664,arbiter,2000,1920,1080,1920x1080,80000,0.33799999999999997,3.463,72.969,157460.39,3.9410000000000003,4.471,0.152,3792407.086,98
static,5,3,3,42,56812,223,0,4375,25858,2883,720811,27858,arbiter,2000,1920,1080,1920x1080,82000,0.312,3.4960000000000004,73.041,161835.409,3.952,4.485,0.12300000000000001,3575493.405,104
static,5,3,3,43,58606,240,0,4375,26110,3133,783316,28065,arbiter,2000,1920,1080,1920x1080,84000,0.32,3.5269999999999997,73.11,166210.428,3.9619999999999997,4.493,0.08800000000000001,3562059.027,122
static,5,3,3,44,60303,120,0,4375,50616,3036,759245,28368,arbiter,2000,1920,1080,1920x1080,86000,0.179,3.5580000000000003,73.175,170585.447,3.971,4.5,0.055,7467581.757999999,107
static,5,3,3,45,61377,201,0,4375,25662,2579,644772,29295,arbiter,2000,1920,1080,1920x1080,88000,0.157,3.5869999999999997,73.238,174960.46600000001,3.98,4.5169999999999995,0.079,3522310.872,98
static,5,3,3,46,63120,212,0,4375,24154,2560,640089,29552,arbiter,2000,1920,1080,1920x1080,90000,0.34700000000000003,3.615,73.298,179335.485,3.988,4.524,0.156,3310217.903,103
static,5,3,3,47,65062,380,0,4375,15000,2850,712539,29611,arbiter,2000,1920,1080,1920x1080,92000,18.214000000000002,3.642,73.35600000000001,183710.504,3.997,4.53,12.950999999999999,2240199.391,64
