Mode,Trace_no,Total_host,Host_no,Segment_no,Arr_time,Del_Time,Stall_Dur,Rep_Level,Del_Rate,Act_Rate,Byte_Size,Buff_Level,Algorithm,Seg_Dur,Width,Height,resolutions,Play_Pos,RTT_app,Clae, Duanmu,Yin,Yu,P1203,persegment_RTT,Throughput,Packets
driving,2,3,1,1,85,85,0,239,200,8,2132,2000,arbiter,2000,320,180,320x180,0,38.062,0.0,51.077,-5760.485,0.24,1.8780000000000001,0.233,4549323.017,2
driving,2,3,1,2,1171,99,0,239,6662,329,82445,4000,arbiter,2000,320,180,320x180,2000,29.293000000000003,0.48,46.477,-11520.97,0.24,1.8780000000000001,0.231,3148619.311,22
driving,2,3,1,3,2363,170,0,572,12424,1056,264029,4808,arbiter,2000,512,288,512x288,4000,5.8260000000000005,0.32899999999999996,47.486999999999995,718.545,0.35100000000000003,2.165,0.126,3119968.83,52
driving,2,3,1,4,3639,312,0,1077,12467,1944,486242,5533,arbiter,2000,640,360,640x360,6000,0.6829999999999999,0.251,48.82,1291.0339999999999,0.532,2.4,9.81,1823332.084,72
driving,2,3,1,5,5030,460,0,2422,11993,2758,689642,6143,arbiter,2000,1280,720,1280x720,8000,0.299,0.0,51.681999999999995,2368.956,0.91,2.923,5.332000000000001,1584810.865,176
driving,2,3,1,6,6700,647,0,3918,12418,4017,1004382,6473,arbiter,2000,1920,1080,1920x1080,10000,0.374,0.0,55.326,4791.323,1.412,3.102,0.26,1621059.12,203
driving,2,3,1,7,7886,183,0,4375,40665,3720,930218,7288,arbiter,2000,1920,1080,1920x1080,12000,6.494,0.0,58.224,8709.744,1.835,3.221,5.778,6019038.316000001,99
driving,2,3,1,8,9442,543,0,4375,11525,3129,782275,7732,arbiter,2000,1920,1080,1920x1080,14000,0.332,0.113,60.446999999999996,13084.763,2.153,3.39,2.329,1497145.372,199
driving,2,3,1,9,11028,450,0,4375,16327,3673,918424,8147,arbiter,2000,1920,1080,1920x1080,16000,8.007,0.384,62.175,17459.782,2.399,3.505,6.205,2182038.65,88
driving,2,3,1,10,13057,931,0,4375,7566,3522,880531,8118,arbiter,2000,1920,1080,1920x1080,18000,0.289,0.642,63.558,21834.801,2.597,3.5789999999999997,0.225,972767.0638,239
driving,2,3,1,11,14696,601,0,4375,12235,3676,919189,8480,arbiter,2000,1920,1080,1920x1080,20000,10.600999999999999,0.879,64.69,26209.82,2.759,3.648,8.021,1671102.1609999998,138
driving,2,3,1,12,15919,171,0,4375,45106,3856,964150,9258,arbiter,2000,1920,1080,1920x1080,22000,7.797999999999999,1.095,65.633,30584.839,2.8930000000000002,3.708,4.819,6645073.936000001,119
driving,2,3,1,13,17982,1001,0,4375,7167,3587,896857,9195,arbiter,2000,1920,1080,1920x1080,24000,0.27,1.29,66.43,34959.858,3.0069999999999997,3.763,2.875,923425.3245,219
driving,2,3,1,14,19727,594,0,4375,9275,2754,688741,9451,arbiter,2000,1920,1080,1920x1080,26000,0.306,1.4669999999999999,67.11399999999999,39334.877,3.105,3.8139999999999996,4.507,1220900.643,192
driving,2,3,1,15,21351,421,0,4375,13291,2797,699451,9827,arbiter,2000,1920,1080,1920x1080,28000,8.315,1.6280000000000001,67.707,43709.89599999999,3.19,3.8680000000000003,5.695,1793778.3290000001,77
driving,2,3,1,16,23554,980,0,4375,7776,3810,952635,9624,arbiter,2000,1920,1080,1920x1080,30000,0.285,1.775,68.225,48084.915,3.264,3.908,0.205,1001139.978,233
driving,2,3,1,17,25958,1194,0,4375,8324,4969,1242459,9220,arbiter,2000,1920,1080,1920x1080,32000,0.271,1.91,68.683,52459.934,3.3289999999999997,3.943,0.195,1069092.3390000002,256
driving,2,3,1,18,28026,866,0,4375,12649,5477,1369313,9153,arbiter,2000,1920,1080,1920x1080,34000,0.3,2.033,69.09,56834.953,3.387,3.988,0.114,1634803.483,299
driving,2,3,1,19,30513,1303,0,4375,9081,5916,1479218,8666,arbiter,2000,1920,1080,1920x1080,36000,3.32,2.147,69.454,61209.972,3.4389999999999996,4.018,11.977,1183157.006,241
driving,2,3,1,20,32062,264,0,4375,43500,5742,1435508,9118,arbiter,2000,1920,1080,1920x1080,38000,0.373,2.253,69.781,65584.991,3.486,4.048,0.107,6137075.539,183
driving,2,3,1,21,34241,999,0,4375,11118,5553,1388420,8940,arbiter,2000,1920,1080,1920x1080,40000,26.095,2.351,70.077,69960.01,3.528,4.078,4.864,1477670.705,328
driving,2,3,1,22,36077,577,0,4375,22657,6536,1634147,9104,arbiter,2000,1920,1080,1920x1080,42000,9.517000000000001,2.4419999999999997,70.347,74335.02900000001,3.5669999999999997,4.105,4.199,2983817.287,234
driving,2,3,1,23,38660,1354,0,4375,8342,5648,1412035,8521,arbiter,2000,1920,1080,1920x1080,44000,0.48,2.5269999999999997,70.593,78710.048,3.602,4.127,2.592,1060625.564,271
driving,2,3,1,24,40505,541,0,4375,22899,6194,1548563,8677,arbiter,2000,1920,1080,1920x1080,46000,7.877000000000001,2.6069999999999998,70.818,83085.067,3.634,4.147,6.768,3031600.314,406
driving,2,3,1,25,42770,943,0,4375,11933,5626,1406618,8412,arbiter,2000,1920,1080,1920x1080,48000,15.048,2.681,71.02600000000001,87460.086,3.6639999999999997,4.166,12.943,1561630.85,289
driving,2,3,1,26,44112,46,0,4375,236392,5437,1359256,9070,arbiter,2000,1920,1080,1920x1080,50000,7.846,2.7510000000000003,71.217,91835.105,3.6910000000000003,4.197,5.479,73066752.66,99
driving,2,3,1,27,46337,964,0,4375,10909,5258,1314597,8846,arbiter,2000,1920,1080,1920x1080,52000,9.262,2.818,71.395,96210.12400000001,3.717,4.225,8.238999999999999,1533217.034,206
driving,2,3,1,28,48131,457,0,4375,22026,5033,1258290,9052,arbiter,2000,1920,1080,1920x1080,54000,0.365,2.88,71.559,100585.14300000001,3.74,4.236000000000001,0.28600000000000003,2953682.733,206
driving,2,3,1,29,51283,1765,0,4375,5309,4685,1171307,7900,arbiter,2000,1920,1080,1920x1080,56000,0.555,2.9389999999999996,71.712,104960.162,3.762,4.279,4.163,670172.753,388
driving,2,3,1,30,53387,762,0,4375,11152,4249,1062270,7797,arbiter,2000,1920,1080,1920x1080,58000,0.27,2.995,71.855,109335.181,3.782,4.305,0.16699999999999998,1465046.2130000002,165
driving,2,3,1,31,55578,746,0,4375,8976,3348,837012,7606,arbiter,2000,1920,1080,1920x1080,60000,0.276,3.048,71.98899999999999,113710.2,3.801,4.316,0.24,1175594.653,206
driving,2,3,1,32,57841,846,0,4375,9188,3886,971715,7344,arbiter,2000,1920,1080,1920x1080,62000,0.267,3.0989999999999998,72.115,118085.219,3.819,4.33,0.102,1196966.506,233
driving,2,3,1,33,60002,683,0,4375,13283,4536,1134060,7184,arbiter,2000,1920,1080,1920x1080,64000,0.294,3.147,72.233,122460.23800000001,3.8360000000000003,4.342,0.105,1749941.375,154
driving,2,3,1,34,62000,529,0,4375,10716,2834,708619,7186,arbiter,2000,1920,1080,1920x1080,66000,0.35700000000000004,3.193,72.344,126835.257,3.852,4.349,0.21600000000000003,1436362.457,114
driving,2,3,1,35,63913,505,0,4375,14307,3612,903187,7273,arbiter,2000,1920,1080,1920x1080,68000,0.28300000000000003,3.237,72.44800000000001,131210.27599999998,3.867,4.357,0.17800000000000002,1915936.41,195
driving,2,3,1,36,65675,326,0,4375,13501,2200,550206,7511,arbiter,2000,1920,1080,1920x1080,70000,0.285,3.278,72.547,135585.295,3.8810000000000002,4.372,0.204,1887959.746,80
driving,2,3,1,37,67576,374,0,4375,13723,2566,641568,7611,arbiter,2000,1920,1080,1920x1080,72000,0.299,3.318,72.64,139960.314,3.8939999999999997,4.401,0.092,1886699.435,91
driving,2,3,1,38,69472,357,0,4375,12889,2300,575203,7716,arbiter,2000,1920,1080,1920x1080,74000,0.292,3.3569999999999998,72.729,144335.333,3.907,4.425,0.149,1784106.235,107
driving,2,3,1,39,71355,352,0,4375,13247,2331,582905,7834,arbiter,2000,1920,1080,1920x1080,76000,0.307,3.3939999999999997,72.813,148710.35199999998,3.9189999999999996,4.446000000000001,0.217,1836554.209,83
driving,2,3,1,40,73289,406,0,4375,11742,2383,595956,7900,arbiter,2000,1920,1080,1920x1080,78000,0.308,3.429,72.893,153085.37099999998,3.931,4.46,9.226,1573841.4219999998,98
driving,2,3,1,41,75263,436,0,4375,12366,2695,673957,7927,arbiter,2000,1920,1080,1920x1080,80000,0.733,3.463,72.969,157460.39,3.9410000000000003,4.471,0.21899999999999997,1694771.2419999999,105
driving,2,3,1,42,77278,464,0,4375,12427,2883,720811,7913,arbiter,2000,1920,1080,1920x1080,82000,0.284,3.4960000000000004,73.041,161835.409,3.952,4.485,9.15,1652190.2519999999,108
driving,2,3,1,43,79427,526,0,4375,11913,3133,783316,7765,arbiter,2000,1920,1080,1920x1080,84000,0.282,3.5269999999999997,73.11,166210.428,3.9619999999999997,4.493,0.25,1603988.995,123
driving,2,3,1,44,81641,547,0,4375,11104,3036,759245,7551,arbiter,2000,1920,1080,1920x1080,86000,0.298,3.5580000000000003,73.175,170585.447,3.971,4.5,8.1,1462495.378,110
driving,2,3,1,45,83694,431,0,4375,11967,2579,644772,7499,arbiter,2000,1920,1080,1920x1080,88000,0.249,3.5869999999999997,73.238,174960.46600000001,3.98,4.5169999999999995,7.976,1596158.7959999999,94
driving,2,3,1,46,85771,436,0,4375,11744,2560,640089,7423,arbiter,2000,1920,1080,1920x1080,90000,0.252,3.615,73.298,179335.485,3.988,4.524,9.867,1569469.092,156
driving,2,3,1,47,87916,476,0,4375,11975,2850,712539,7278,arbiter,2000,1920,1080,1920x1080,92000,0.26,3.642,73.35600000000001,183710.504,3.997,4.53,0.263,1624458.428,116
driving,2,3,1,48,90020,482,0,4375,11831,2851,712828,7175,arbiter,2000,1920,1080,1920x1080,94000,0.257,3.6689999999999996,73.411,188085.52300000002,4.005,4.537,10.245,1573029.221,102
driving,2,3,1,49,92261,573,0,4375,12139,3477,869463,6934,arbiter,2000,1920,1080,1920x1080,96000,0.299,3.694,73.464,192460.542,4.012,4.546,0.175,1625040.6409999998,139
driving,2,3,1,50,94581,705,0,4375,10275,3622,905558,6614,arbiter,2000,1920,1080,1920x1080,98000,15.953,3.719,73.515,196835.56100000002,4.019,4.552,10.319,1376340.965,172
driving,2,3,1,51,96478,239,0,4375,17665,2111,527767,6718,arbiter,2000,1920,1080,1920x1080,100000,0.529,3.7430000000000003,73.564,201210.58,4.026,4.558,0.7070000000000001,3165142.014,92
driving,2,3,1,52,98350,221,0,4375,9963,1100,275228,6846,arbiter,2000,1920,1080,1920x1080,102000,0.293,3.766,73.611,205585.599,4.033,4.559,0.22399999999999998,1513724.865,50
driving,2,3,1,53,100497,369,0,4375,26019,4800,1200140,6700,arbiter,2000,1920,1080,1920x1080,104000,14.077,3.7889999999999997,73.656,209960.61800000002,4.04,4.569,12.116,3810715.6580000003,130
driving,2,3,1,54,104521,2362,0,4375,5321,6284,1571135,4676,arbiter,2000,1920,1080,1920x1080,106000,13.07,3.8110000000000004,73.699,214335.637,4.046,4.574,14.748,683163.0308,441
driving,2,3,1,55,108926,2723,0,4375,5581,7599,1899904,2271,arbiter,2000,1920,1080,1920x1080,108000,8.794,3.832,73.741,218710.65600000002,4.052,4.579,8.217,712495.6503,656
driving,2,3,1,56,112573,1928,1375,4375,9909,9552,2388192,2000,arbiter,2000,1920,1080,1920x1080,110000,9.838,3.852,74.488,227210.675,-17.715999999999998,4.242,13.017000000000001,1284578.966,495
driving,2,3,1,57,116580,2265,2007,4375,7610,8619,2154759,2000,arbiter,2000,1920,1080,1920x1080,112000,0.29,3.872,75.527,237606.694,-16.635,3.926,11.936,964692.8740000001,375
driving,2,3,1,58,120599,2304,2019,4375,6307,7266,1816520,2000,arbiter,2000,1920,1080,1920x1080,114000,0.255,3.892,75.854,243913.71300000002,-16.525,3.657,5.449,801008.1686,402
driving,2,3,1,59,124617,2272,2017,4375,4678,5314,1328639,2000,arbiter,2000,1920,1080,1920x1080,116000,6.162999999999999,3.911,75.86,248318.732,-16.529,3.417,21.7,594615.6011,355
driving,2,3,1,60,127365,1029,747,4375,4745,2441,610383,2000,arbiter,2000,1920,1080,1920x1080,118000,23.182,3.929,75.253,248877.75100000002,-16.829,3.248,25.35,652647.6005,151
driving,2,3,2,1,75,74,0,239,230,8,2132,2000,arbiter,2000,320,180,320x180,0,49.461999999999996,0.0,51.077,-5760.485,0.24,1.8780000000000001,0.083,5157894.737,2
driving,2,3,2,2,1081,81,0,239,8142,329,82445,4000,arbiter,2000,320,180,320x180,2000,27.294,0.48,46.477,-11520.97,0.24,1.8780000000000001,2.693,2532767.548,14
driving,2,3,2,3,2191,115,0,572,18367,1056,264029,4891,arbiter,2000,512,288,512x288,4000,0.29,0.32899999999999996,47.486999999999995,718.545,0.35100000000000003,2.165,0.209,2766341.443,52
driving,2,3,2,4,3592,343,0,1077,11340,1944,486242,5491,arbiter,2000,640,360,640x360,6000,7.17,0.251,48.82,1291.0339999999999,0.532,2.4,0.34600000000000003,1562322.3590000002,112
driving,2,3,2,5,4949,409,0,2422,13489,2758,689642,6134,arbiter,2000,1280,720,1280x720,8000,0.324,0.0,51.681999999999995,2368.956,0.91,2.923,4.224,1783154.4230000002,163
driving,2,3,2,6,6436,426,0,3918,18861,4017,1004382,6647,arbiter,2000,1920,1080,1920x1080,10000,0.278,0.0,55.326,4791.323,1.412,3.102,6.707999999999999,2510711.5719999997,99
driving,2,3,2,7,7834,312,0,4375,23851,3720,930218,7250,arbiter,2000,1920,1080,1920x1080,12000,0.29600000000000004,0.0,58.224,8709.744,1.835,3.221,0.335,3213048.463,150
driving,2,3,2,8,9258,432,0,4375,14486,3129,782275,7826,arbiter,2000,1920,1080,1920x1080,14000,0.312,0.113,60.446999999999996,13084.763,2.153,3.39,4.078,1911893.843,152
driving,2,3,2,9,11056,684,0,4375,10741,3673,918424,8029,arbiter,2000,1920,1080,1920x1080,16000,0.253,0.384,62.175,17459.782,2.399,3.505,0.17800000000000002,1391421.37,193
driving,2,3,2,10,12727,562,0,4375,12534,3522,880531,8359,arbiter,2000,1920,1080,1920x1080,18000,7.402,0.642,63.558,21834.801,2.597,3.5789999999999997,6.015,1661473.975,111
driving,2,3,2,11,14405,580,0,4375,12678,3676,919189,8681,arbiter,2000,1920,1080,1920x1080,20000,0.317,0.879,64.69,26209.82,2.759,3.648,0.3,1660991.596,190
driving,2,3,2,12,15866,371,0,4375,20790,3856,964150,9221,arbiter,2000,1920,1080,1920x1080,22000,0.32799999999999996,1.095,65.633,30584.839,2.8930000000000002,3.708,0.151,2787954.566,171
driving,2,3,2,13,17648,690,0,4375,10398,3587,896857,9439,arbiter,2000,1920,1080,1920x1080,24000,0.282,1.29,66.43,34959.858,3.0069999999999997,3.763,2.591,1343006.509,142
driving,2,3,2,14,19040,292,0,4375,18869,2754,688741,10048,arbiter,2000,1920,1080,1920x1080,26000,0.267,1.4669999999999999,67.11399999999999,39334.877,3.105,3.8139999999999996,0.212,2588572.116,132
driving,2,3,2,15,20520,316,0,4375,17707,2797,699451,10569,arbiter,2000,1920,1080,1920x1080,28000,0.326,1.6280000000000001,67.707,43709.89599999999,3.19,3.8680000000000003,0.153,2426861.924,132
driving,2,3,2,16,22042,455,0,4375,16749,3810,952635,11047,arbiter,2000,1920,1080,1920x1080,30000,0.434,1.775,68.225,48084.915,3.264,3.908,0.177,2482280.183,179
driving,2,3,2,17,23950,704,0,4375,14118,4969,1242459,11139,arbiter,2000,1920,1080,1920x1080,32000,15.868,1.91,68.683,52459.934,3.3289999999999997,3.943,17.213,1928365.375,240
driving,2,3,2,18,26215,1156,0,4375,9476,5477,1369313,10875,arbiter,2000,1920,1080,1920x1080,34000,9.113999999999999,2.033,69.09,56834.953,3.387,3.988,10.319,1235248.225,248
driving,2,3,2,19,27976,615,0,4375,19241,5916,1479218,11115,arbiter,2000,1920,1080,1920x1080,36000,10.911,2.147,69.454,61209.972,3.4389999999999996,4.018,5.5920000000000005,2561298.722,229
driving,2,3,2,20,30961,1804,0,4375,6365,5742,1435508,10130,arbiter,2000,1920,1080,1920x1080,38000,0.672,2.253,69.781,65584.991,3.486,4.048,7.312,817170.6162,303
driving,2,3,2,21,33875,1598,0,4375,6950,5553,1388420,9217,arbiter,2000,1920,1080,1920x1080,40000,0.26899999999999996,2.351,70.077,69960.01,3.528,4.078,0.12,882809.8478,372
driving,2,3,2,22,36025,889,0,4375,14705,6536,1634147,9068,arbiter,2000,1920,1080,1920x1080,42000,7.608,2.4419999999999997,70.347,74335.02900000001,3.5669999999999997,4.105,4.792,1898433.625,315
driving,2,3,2,23,38251,1004,0,4375,11251,5648,1412035,8842,arbiter,2000,1920,1080,1920x1080,44000,0.439,2.5269999999999997,70.593,78710.048,3.602,4.127,0.07200000000000001,1451430.0159999998,174
driving,2,3,2,24,40045,466,0,4375,26584,6194,1548563,9048,arbiter,2000,1920,1080,1920x1080,46000,0.299,2.6069999999999998,70.818,83085.067,3.634,4.147,0.222,3566973.436,247
driving,2,3,2,25,42134,820,0,4375,13723,5626,1406618,8960,arbiter,2000,1920,1080,1920x1080,48000,9.822000000000001,2.681,71.02600000000001,87460.086,3.6639999999999997,4.166,6.197,1784605.51,185
driving,2,3,2,26,44050,654,0,4375,16626,5437,1359256,9044,arbiter,2000,1920,1080,1920x1080,50000,0.26,2.7510000000000003,71.217,91835.105,3.6910000000000003,4.197,0.214,2179894.01,270
driving,2,3,2,27,46533,1276,0,4375,8241,5258,1314597,8561,arbiter,2000,1920,1080,1920x1080,52000,0.34600000000000003,2.818,71.395,96210.12400000001,3.717,4.225,0.248,1048592.741,338
driving,2,3,2,28,48079,254,0,4375,39631,5033,1258290,9016,arbiter,2000,1920,1080,1920x1080,54000,7.949,2.88,71.559,100585.14300000001,3.74,4.236000000000001,7.669,5637468.028,114
driving,2,3,2,29,50409,972,0,4375,9640,4685,1171307,8687,arbiter,2000,1920,1080,1920x1080,56000,0.272,2.9389999999999996,71.712,104960.162,3.762,4.279,0.09300000000000001,1242830.97,242
driving,2,3,2,30,52097,335,0,4375,25367,4249,1062270,8999,arbiter,2000,1920,1080,1920x1080,58000,0.27,2.995,71.855,109335.181,3.782,4.305,0.113,3531969.0710000005,180
driving,2,3,2,31,54079,677,0,4375,9890,3348,837012,9017,arbiter,2000,1920,1080,1920x1080,60000,7.457999999999999,3.048,71.98899999999999,113710.2,3.801,4.316,9.379,1402676.2319999998,169
driving,2,3,2,32,56124,708,0,4375,10979,3886,971715,8973,arbiter,2000,1920,1080,1920x1080,62000,17.19,3.0989999999999998,72.115,118085.219,3.819,4.33,15.089,1498509.874,194
driving,2,3,2,33,58380,939,0,4375,9661,4536,1134060,8717,arbiter,2000,1920,1080,1920x1080,64000,10.821,3.147,72.233,122460.23800000001,3.8360000000000003,4.342,7.601,1275729.199,161
driving,2,3,2,34,60163,391,0,4375,14498,2834,708619,8934,arbiter,2000,1920,1080,1920x1080,66000,9.759,3.193,72.344,126835.257,3.852,4.349,11.979000000000001,2006391.314,93
driving,2,3,2,35,62424,842,0,4375,8581,3612,903187,8673,arbiter,2000,1920,1080,1920x1080,68000,10.533,3.237,72.44800000000001,131210.27599999998,3.867,4.357,11.251,1121773.261,150
driving,2,3,2,36,64189,325,0,4375,13543,2200,550206,8909,arbiter,2000,1920,1080,1920x1080,70000,0.275,3.278,72.547,135585.295,3.8810000000000002,4.372,0.14300000000000002,1780868.322,109
driving,2,3,2,37,66004,373,0,4375,13760,2566,641568,9094,arbiter,2000,1920,1080,1920x1080,72000,0.505,3.318,72.64,139960.314,3.8939999999999997,4.401,0.10800000000000001,1853157.313,144
driving,2,3,2,38,67870,346,0,4375,13299,2300,575203,9229,arbiter,2000,1920,1080,1920x1080,74000,0.883,3.3569999999999998,72.729,144335.333,3.907,4.425,0.145,1754192.465,136
driving,2,3,2,39,69812,428,0,4375,10895,2331,582905,9287,arbiter,2000,1920,1080,1920x1080,76000,7.086,3.3939999999999997,72.813,148710.35199999998,3.9189999999999996,4.446000000000001,5.603,1466634.4730000002,143
driving,2,3,2,40,71675,369,0,4375,12920,2383,595956,9425,arbiter,2000,1920,1080,1920x1080,78000,0.43,3.429,72.893,153085.37099999998,3.931,4.46,0.23600000000000002,1690875.418,116
driving,2,3,2,41,73695,531,0,4375,10153,2695,673957,9405,arbiter,2000,1920,1080,1920x1080,80000,11.887,3.463,72.969,157460.39,3.9410000000000003,4.471,13.287,1375815.78,114
driving,2,3,2,42,75685,467,0,4375,12347,2883,720811,9416,arbiter,2000,1920,1080,1920x1080,82000,0.254,3.4960000000000004,73.041,161835.409,3.952,4.485,0.08800000000000001,1636890.735,101
driving,2,3,2,43,77730,502,0,4375,12483,3133,783316,9371,arbiter,2000,1920,1080,1920x1080,84000,0.26899999999999996,3.5269999999999997,73.11,166210.428,3.9619999999999997,4.493,0.124,1612741.1530000002,117
driving,2,3,2,44,79831,544,0,4375,11165,3036,759245,9271,arbiter,2000,1920,1080,1920x1080,86000,16.938,3.5580000000000003,73.175,170585.447,3.971,4.5,8.786,1519619.8290000001,112
driving,2,3,2,45,81991,547,0,4375,9429,2579,644772,9112,arbiter,2000,1920,1080,1920x1080,88000,14.685,3.5869999999999997,73.238,174960.46600000001,3.98,4.5169999999999995,10.011000000000001,1281926.6809999999,130
driving,2,3,2,46,84064,468,0,4375,10941,2560,640089,9039,arbiter,2000,1920,1080,1920x1080,90000,14.659,3.615,73.298,179335.485,3.988,4.524,9.34,1496912.9530000002,103
driving,2,3,2,47,86359,640,0,4375,8906,2850,712539,8745,arbiter,2000,1920,1080,1920x1080,92000,0.345,3.642,73.35600000000001,183710.504,3.997,4.53,0.225,1145168.443,124
driving,2,3,2,48,88355,483,0,4375,11806,2851,712828,8749,arbiter,2000,1920,1080,1920x1080,94000,0.601,3.6689999999999996,73.411,188085.52300000002,4.005,4.537,6.103,1567651.5269999998,95
driving,2,3,2,49,91127,1153,0,4375,6032,3477,869463,7978,arbiter,2000,1920,1080,1920x1080,96000,5.417999999999999,3.694,73.464,192460.542,4.012,4.546,8.612,782944.3756,301
driving,2,3,2,50,93546,810,0,4375,8943,3622,905558,7559,arbiter,2000,1920,1080,1920x1080,98000,0.312,3.719,73.515,196835.56100000002,4.019,4.552,7.933,1159338.838,149
driving,2,3,2,51,95529,367,0,4375,11504,2111,527767,7577,arbiter,2000,1920,1080,1920x1080,100000,0.255,3.7430000000000003,73.564,201210.58,4.026,4.558,0.135,1606629.908,90
driving,2,3,2,52,97521,219,0,4375,10053,1100,275228,7586,arbiter,2000,1920,1080,1920x1080,102000,0.253,3.766,73.611,205585.599,4.033,4.559,10.751,1444806.949,53
driving,2,3,2,53,100199,960,0,4375,10001,4800,1200140,6908,arbiter,2000,1920,1080,1920x1080,104000,0.355,3.7889999999999997,73.656,209960.61800000002,4.04,4.569,9.004,1289337.299,187
driving,2,3,2,54,104203,2293,0,4375,5481,6284,1571135,4904,arbiter,2000,1920,1080,1920x1080,106000,0.243,3.8110000000000004,73.699,214335.637,4.046,4.574,0.11900000000000001,697557.4199,383
driving,2,3,2,55,108488,2568,0,3918,5266,6762,1690613,2619,arbiter,2000,1920,1080,1920x1080,108000,0.311,3.822,73.64,217797.46,4.043,4.579,0.22,662642.618,527
driving,2,3,2,56,112516,2341,1409,3918,7171,8393,2098483,2000,arbiter,2000,1920,1080,1920x1080,110000,0.611,3.8339999999999996,74.348,225942.88100000002,-17.686,4.25,0.142,908568.5738,555
driving,2,3,2,57,116609,2223,2092,3918,7020,7803,1950762,2000,arbiter,2000,1920,1080,1920x1080,112000,30.037,3.845,75.375,236137.302,-16.634,3.925,10.265999999999998,914234.3155,419
driving,2,3,2,58,120548,2089,1938,4375,6956,7266,1816520,2000,arbiter,2000,1920,1080,1920x1080,114000,16.589000000000002,3.865,75.616,241642.723,-16.548,3.657,15.43,897236.4498,408
driving,2,3,2,59,124565,2189,2016,3918,4374,4788,1197025,2000,arbiter,2000,1920,1080,1920x1080,116000,22.822,3.875,75.507,244876.546,-16.573,3.417,17.919,565423.6702,361
driving,2,3,2,60,127095,811,529,4375,6021,2441,610383,2000,arbiter,2000,1920,1080,1920x1080,118000,19.505,3.8939999999999997,74.82,244567.967,-16.941,3.248,18.64,833180.053,120
driving,2,3,3,1,87,87,0,239,196,8,2132,2000,arbiter,2000,320,180,320x180,0,46.416000000000004,0.0,51.077,-5760.485,0.24,1.8780000000000001,0.17600000000000002,3463917.526,2
driving,2,3,3,2,1060,66,0,239,9993,329,82445,4000,arbiter,2000,320,180,320x180,2000,20.296,0.48,46.477,-11520.97,0.24,1.8780000000000001,0.12300000000000001,3255503.485,18
driving,2,3,3,3,2109,103,0,572,20507,1056,264029,4951,arbiter,2000,512,288,512x288,4000,0.247,0.32899999999999996,47.486999999999995,718.545,0.35100000000000003,2.165,0.2,3232638.082,49
driving,2,3,3,4,3305,168,0,1077,23154,1944,486242,5756,arbiter,2000,640,360,640x360,6000,0.254,0.251,48.82,1291.0339999999999,0.532,2.4,0.235,3297263.041,79
driving,2,3,3,5,4526,232,0,2422,23780,2758,689642,6536,arbiter,2000,1280,720,1280x720,8000,0.377,0.0,51.681999999999995,2368.956,0.91,2.923,0.21600000000000003,3275821.1339999996,107
driving,2,3,3,6,5826,323,0,3918,24876,4017,1004382,7236,arbiter,2000,1920,1080,1920x1080,10000,0.266,0.0,55.326,4791.323,1.412,3.102,0.207,3339147.834,147
driving,2,3,3,7,7183,315,0,4375,23624,3720,930218,7879,arbiter,2000,1920,1080,1920x1080,12000,0.344,0.0,58.224,8709.744,1.835,3.221,0.172,3256506.617,59
driving,2,3,3,8,8461,284,0,4375,22035,3129,782275,8602,arbiter,2000,1920,1080,1920x1080,14000,0.331,0.113,60.446999999999996,13084.763,2.153,3.39,0.08,3001112.236,132
driving,2,3,3,9,9860,330,0,4375,22264,3673,918424,9203,arbiter,2000,1920,1080,1920x1080,16000,0.27399999999999997,0.384,62.175,17459.782,2.399,3.505,0.19699999999999998,3000133.8989999997,147
driving,2,3,3,10,11368,383,0,4375,18392,3522,880531,9696,arbiter,2000,1920,1080,1920x1080,18000,15.064,0.642,63.558,21834.801,2.597,3.5789999999999997,6.621,2638046.402,154
driving,2,3,3,11,13160,739,0,4375,9950,3676,919189,9905,arbiter,2000,1920,1080,1920x1080,20000,9.312000000000001,0.879,64.69,26209.82,2.759,3.648,15.637,1332137.507,183
driving,2,3,3,12,14951,660,0,4375,11686,3856,964150,10114,arbiter,2000,1920,1080,1920x1080,22000,17.202,1.095,65.633,30584.839,2.8930000000000002,3.708,8.552,1600972.497,195
driving,2,3,3,13,16358,399,0,4375,17982,3587,896857,10708,arbiter,2000,1920,1080,1920x1080,24000,0.33799999999999997,1.29,66.43,34959.858,3.0069999999999997,3.763,0.225,2589879.871,173
driving,2,3,3,14,18001,603,0,4375,9137,2754,688741,11066,arbiter,2000,1920,1080,1920x1080,26000,19.840999999999998,1.4669999999999999,67.11399999999999,39334.877,3.105,3.8139999999999996,22.789,1284589.712,113
driving,2,3,3,15,19593,450,0,4375,12434,2797,699451,11474,arbiter,2000,1920,1080,1920x1080,28000,0.32299999999999995,1.6280000000000001,67.707,43709.89599999999,3.19,3.8680000000000003,4.519,1717391.785,114
driving,2,3,3,16,21552,731,0,4375,10425,3810,952635,11515,arbiter,2000,1920,1080,1920x1080,30000,0.266,1.775,68.225,48084.915,3.264,3.908,0.10800000000000001,1353541.466,214
driving,2,3,3,17,23570,799,0,4375,12440,4969,1242459,11497,arbiter,2000,1920,1080,1920x1080,32000,7.117000000000001,1.91,68.683,52459.934,3.3289999999999997,3.943,4.399,1615390.815,149
